,Rank,Team,Change,Prior,Date,Division
15,16,Minneapolis No Touching,-,16,2017-09-28,CLUB_MIXED
16,17,Chicago UPA,+1,18,2017-09-28,CLUB_MIXED
17,18,Iowa Chad Larson Experience,+2,20,2017-09-28,CLUB_MIXED
18,19,Durham Toro,-,19,2017-09-28,CLUB_MIXED
19,20,New York XIST,,-,2017-09-28,CLUB_MIXED
20,21,Atlanta Bucket,-4,17,2017-09-28,CLUB_MIXED
21,22,Pittsburgh Alloy,-1,21,2017-09-28,CLUB_MIXED
22,23,Gainesville G-Unit,-1,22,2017-09-28,CLUB_MIXED
23,24,Los Angeles 7 Figures,-1,23,2017-09-28,CLUB_MIXED
24,25,Seattle Birdfruit,-1,24,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,+2,3,2017-09-28,CLUB_MIXED
1,2,Philadelphia AMP,+2,4,2017-09-28,CLUB_MIXED
2,3,Seattle BFG,-2,1,2017-09-28,CLUB_MIXED
3,4,Minneapolis Drag’N Thrust,+1,5,2017-09-28,CLUB_MIXED
4,5,Boston Wild Card,+2,7,2017-09-28,CLUB_MIXED
5,6,Boston Slow,-4,2,2017-09-28,CLUB_MIXED
6,7,Connecticut Metro North,+2,9,2017-09-28,CLUB_MIXED
7,8,Cincinnati Steamboat,-,8,2017-09-28,CLUB_MIXED
8,9,San Francisco Mischief,-3,6,2017-09-28,CLUB_MIXED
9,10,San Francisco Polar Bears,-,10,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-,11,2017-09-28,CLUB_MIXED
11,12,San Francisco Blackbird,-,12,2017-09-28,CLUB_MIXED
12,13,Washington DC Ambiguous Grey,-,13,2017-09-28,CLUB_MIXED
13,14,Madison NOISE,-,14,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,-,15,2017-09-28,CLUB_MIXED
15,16,Minneapolis No Touching,-,16,2017-09-28,CLUB_MIXED
16,17,Atlanta Bucket,-,17,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,-,18,2017-09-28,CLUB_MIXED
18,19,Durham Toro,-,19,2017-09-28,CLUB_MIXED
19,20,Iowa Chad Larson Experience,-,20,2017-09-28,CLUB_MIXED
20,21,Pittsburgh Alloy,-,21,2017-09-28,CLUB_MIXED
21,22,Gainesville G-Unit,-,22,2017-09-28,CLUB_MIXED
22,23,Los Angeles 7 Figures,-,23,2017-09-28,CLUB_MIXED
23,24,Seattle Birdfruit,-,24,2017-09-28,CLUB_MIXED
24,25,Dallas Public Enemy,-,25,2017-09-28,CLUB_MIXED
0,1,Seattle BFG,-,1,2017-09-28,CLUB_MIXED
1,2,Boston Slow,-,2,2017-09-28,CLUB_MIXED
2,3,Seattle Mixtape,-,3,2017-09-28,CLUB_MIXED
3,4,Philadelphia AMP,-,4,2017-09-28,CLUB_MIXED
4,5,Minneapolis Drag’N Thrust,-,5,2017-09-28,CLUB_MIXED
5,6,San Francisco Mischief,-,6,2017-09-28,CLUB_MIXED
6,7,Boston Wild Card,+2,9,2017-09-28,CLUB_MIXED
7,8,Cincinnati Steamboat,-1,7,2017-09-28,CLUB_MIXED
8,9,Connecticut Metro North,-1,8,2017-09-28,CLUB_MIXED
9,10,San Francisco Polar Bears,-,10,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-,11,2017-09-28,CLUB_MIXED
11,12,San Francisco Blackbird,-,12,2017-09-28,CLUB_MIXED
12,13,Washington DC Ambiguous Grey,-,13,2017-09-28,CLUB_MIXED
13,14,Madison NOISE,-,14,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,-,15,2017-09-28,CLUB_MIXED
15,16,Minneapolis No Touching,-,16,2017-09-28,CLUB_MIXED
16,17,Atlanta Bucket,+5,22,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,-1,17,2017-09-28,CLUB_MIXED
18,19,Durham Toro,+2,21,2017-09-28,CLUB_MIXED
19,20,Iowa Chad Larson Experience,-2,18,2017-09-28,CLUB_MIXED
20,21,Pittsburgh Alloy,-2,19,2017-09-28,CLUB_MIXED
21,22,Gainesville G-Unit,-2,20,2017-09-28,CLUB_MIXED
22,23,Los Angeles 7 Figures,-,23,2017-09-28,CLUB_MIXED
23,24,Seattle Birdfruit,-,24,2017-09-28,CLUB_MIXED
24,25,Dallas Public Enemy,-,25,2017-09-28,CLUB_MIXED
0,1,Seattle BFG,-,1,2017-09-28,CLUB_MIXED
1,2,Boston Slow,-,2,2017-09-28,CLUB_MIXED
2,3,Seattle Mixtape,-,3,2017-09-28,CLUB_MIXED
3,4,Philadelphia AMP,-,4,2017-09-28,CLUB_MIXED
4,5,Minneapolis Drag’N Thrust,-,5,2017-09-28,CLUB_MIXED
5,6,San Francisco Mischief,-,6,2017-09-28,CLUB_MIXED
6,7,Cincinnati Steamboat,-,7,2017-09-28,CLUB_MIXED
7,8,Connecticut Metro North,-,8,2017-09-28,CLUB_MIXED
8,9,Boston Wild Card,-,9,2017-09-28,CLUB_MIXED
9,10,San Francisco Polar Bears,-,10,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-,11,2017-09-28,CLUB_MIXED
11,12,San Francisco Blackbird,-,12,2017-09-28,CLUB_MIXED
12,13,Washington DC Ambiguous Grey,-,13,2017-09-28,CLUB_MIXED
13,14,Madison NOISE,-,14,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,-,15,2017-09-28,CLUB_MIXED
15,16,Minneapolis No Touching,-,16,2017-09-28,CLUB_MIXED
16,17,Chicago UPA,-,17,2017-09-28,CLUB_MIXED
17,18,Iowa Chad Larson Experience,-,18,2017-09-28,CLUB_MIXED
18,19,Pittsburgh Alloy,-,19,2017-09-28,CLUB_MIXED
19,20,Gainesville G-Unit,-,20,2017-09-28,CLUB_MIXED
20,21,Durham Toro,-,21,2017-09-28,CLUB_MIXED
21,22,Atlanta Bucket,-,22,2017-09-28,CLUB_MIXED
22,23,Los Angeles 7 Figures,-,23,2017-09-28,CLUB_MIXED
23,24,Seattle Birdfruit,-,24,2017-09-28,CLUB_MIXED
24,25,Dallas Public Enemy,-,25,2017-09-28,CLUB_MIXED
0,1,Seattle BFG,-,1,2017-09-28,CLUB_MIXED
1,2,Boston Slow,-,2,2017-09-28,CLUB_MIXED
2,3,Seattle Mixtape,-,3,2017-09-28,CLUB_MIXED
3,4,Philadelphia AMP,-,4,2017-09-28,CLUB_MIXED
4,5,Minneapolis Drag’N Thrust,-,5,2017-09-28,CLUB_MIXED
5,6,San Francisco Mischief,+2,8,2017-09-28,CLUB_MIXED
6,7,Cincinnati Steamboat,-,7,2017-09-28,CLUB_MIXED
7,8,Connecticut Metro North,+1,9,2017-09-28,CLUB_MIXED
8,9,Boston Wild Card,+1,10,2017-09-28,CLUB_MIXED
9,10,San Francisco Polar Bears,+5,15,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-,11,2017-09-28,CLUB_MIXED
11,12,San Francisco Blackbird,-6,6,2017-09-28,CLUB_MIXED
12,13,Washington DC Ambiguous Grey,-1,12,2017-09-28,CLUB_MIXED
13,14,Madison NOISE,-1,13,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,-1,14,2017-09-28,CLUB_MIXED
15,16,Minneapolis No Touching,-,16,2017-09-28,CLUB_MIXED
16,17,Chicago UPA,-,17,2017-09-28,CLUB_MIXED
17,18,Iowa Chad Larson Experience,-,18,2017-09-28,CLUB_MIXED
18,19,Pittsburgh Alloy,-,19,2017-09-28,CLUB_MIXED
19,20,Gainesville G-Unit,-,20,2017-09-28,CLUB_MIXED
20,21,Durham Toro,-,21,2017-09-28,CLUB_MIXED
21,22,Atlanta Bucket,-,22,2017-09-28,CLUB_MIXED
22,23,Los Angeles 7 Figures,,-,2017-09-28,CLUB_MIXED
23,24,Seattle Birdfruit,,-,2017-09-28,CLUB_MIXED
24,25,Dallas Public Enemy,-1,24,2017-09-28,CLUB_MIXED
0,1,Seattle BFG,+18,19,2017-09-28,CLUB_MIXED
1,2,Boston Slow,+1,3,2017-09-28,CLUB_MIXED
2,3,Seattle Mixtape,-2,1,2017-09-28,CLUB_MIXED
3,4,Philadelphia AMP,-,4,2017-09-28,CLUB_MIXED
4,5,Minneapolis Drag’N Thrust,+2,7,2017-09-28,CLUB_MIXED
5,6,San Francisco Blackbird,-4,2,2017-09-28,CLUB_MIXED
6,7,Cincinnati Steamboat,-2,5,2017-09-28,CLUB_MIXED
7,8,San Francisco Mischief,-2,6,2017-09-28,CLUB_MIXED
8,9,Connecticut Metro North,-1,8,2017-09-28,CLUB_MIXED
9,10,Boston Wild Card,-,10,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,+1,12,2017-09-28,CLUB_MIXED
11,12,Washington DC Ambiguous Grey,-1,11,2017-09-28,CLUB_MIXED
12,13,Madison NOISE,+3,16,2017-09-28,CLUB_MIXED
13,14,Denver Love Tractor,+1,15,2017-09-28,CLUB_MIXED
14,15,San Francisco Polar Bears,+2,17,2017-09-28,CLUB_MIXED
15,16,Minneapolis No Touching,-3,13,2017-09-28,CLUB_MIXED
16,17,Chicago UPA,+1,18,2017-09-28,CLUB_MIXED
17,18,Iowa Chad Larson Experience,+2,20,2017-09-28,CLUB_MIXED
18,19,Pittsburgh Alloy,-5,14,2017-09-28,CLUB_MIXED
19,20,Gainesville G-Unit,+1,21,2017-09-28,CLUB_MIXED
20,21,Durham Toro,+1,22,2017-09-28,CLUB_MIXED
21,22,Atlanta Bucket,+1,23,2017-09-28,CLUB_MIXED
22,23,San Francisco American BBQ,+1,24,2017-09-28,CLUB_MIXED
23,24,Dallas Public Enemy,-15,9,2017-09-28,CLUB_MIXED
24,25,Austin Cosa Nostra,-,25,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2017-09-28,CLUB_MIXED
1,2,San Francisco Blackbird,-,2,2017-09-28,CLUB_MIXED
2,3,Boston Slow,-,3,2017-09-28,CLUB_MIXED
3,4,Philadelphia AMP,-,4,2017-09-28,CLUB_MIXED
4,5,Cincinnati Steamboat,-,5,2017-09-28,CLUB_MIXED
5,6,San Francisco Mischief,-,6,2017-09-28,CLUB_MIXED
6,7,Minneapolis Drag’N Thrust,-,7,2017-09-28,CLUB_MIXED
7,8,Connecticut Metro North,-,8,2017-09-28,CLUB_MIXED
8,9,Dallas Public Enemy,-,9,2017-09-28,CLUB_MIXED
9,10,Boston Wild Card,-,10,2017-09-28,CLUB_MIXED
10,11,Washington DC Ambiguous Grey,-,11,2017-09-28,CLUB_MIXED
11,12,Fort Collins shame.,-,12,2017-09-28,CLUB_MIXED
12,13,Minneapolis No Touching,-,13,2017-09-28,CLUB_MIXED
13,14,Pittsburgh Alloy,-,14,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,-,15,2017-09-28,CLUB_MIXED
15,16,Madison NOISE,-,16,2017-09-28,CLUB_MIXED
16,17,San Francisco Polar Bears,-,17,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,-,18,2017-09-28,CLUB_MIXED
18,19,Seattle BFG,-,19,2017-09-28,CLUB_MIXED
19,20,Iowa Chad Larson Experience,-,20,2017-09-28,CLUB_MIXED
20,21,Gainesville G-Unit,-,21,2017-09-28,CLUB_MIXED
21,22,Durham Toro,-,22,2017-09-28,CLUB_MIXED
22,23,Atlanta Bucket,-,23,2017-09-28,CLUB_MIXED
23,24,San Francisco American BBQ,-,24,2017-09-28,CLUB_MIXED
24,25,Austin Cosa Nostra,-,25,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,,,2017-09-28,CLUB_MIXED
1,2,San Francisco Blackbird,,,2017-09-28,CLUB_MIXED
2,3,Boston Slow,,,2017-09-28,CLUB_MIXED
3,4,Philadelphia AMP,,,2017-09-28,CLUB_MIXED
4,5,Cincinnati Steamboat,,,2017-09-28,CLUB_MIXED
5,6,San Francisco Mischief,,,2017-09-28,CLUB_MIXED
6,7,Minneapolis Drag’N Thrust,,,2017-09-28,CLUB_MIXED
7,8,Connecticut Metro North,,,2017-09-28,CLUB_MIXED
8,9,Dallas Public Enemy,,,2017-09-28,CLUB_MIXED
9,10,Boston Wild Card,,,2017-09-28,CLUB_MIXED
10,11,Washington DC Ambiguous Grey,,,2017-09-28,CLUB_MIXED
11,12,Fort Collins shame.,,,2017-09-28,CLUB_MIXED
12,13,Minneapolis No Touching,,,2017-09-28,CLUB_MIXED
13,14,Pittsburgh Alloy,,,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,,,2017-09-28,CLUB_MIXED
15,16,Madison NOISE,,,2017-09-28,CLUB_MIXED
16,17,San Francisco Polar Bears,,,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,,,2017-09-28,CLUB_MIXED
18,19,Seattle BFG,,,2017-09-28,CLUB_MIXED
19,20,Iowa Chad Larson Experience,,,2017-09-28,CLUB_MIXED
20,21,Gainesville G-Unit,,,2017-09-28,CLUB_MIXED
21,22,Durham Toro,,,2017-09-28,CLUB_MIXED
22,23,Atlanta Bucket,,,2017-09-28,CLUB_MIXED
23,24,San Francisco American BBQ,,,2017-09-28,CLUB_MIXED
24,25,Austin Cosa Nostra,,,2017-09-28,CLUB_MIXED
0,1,Philadelphia AMP,+8,9,2016-08-25,CLUB_MIXED
1,2,Boston Slow,-1,1,2016-08-25,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2016-08-25,CLUB_MIXED
3,4,Cincinnati Steamboat,+2,6,2016-08-25,CLUB_MIXED
4,5,Iowa Chad Larson Experience,+7,12,2016-08-25,CLUB_MIXED
5,6,Seattle Mixtape,-4,2,2016-08-25,CLUB_MIXED
6,7,Seattle BFG,-,7,2016-08-25,CLUB_MIXED
7,8,San Francisco Polar Bears,+3,11,2016-08-25,CLUB_MIXED
8,9,Connecticut Metro North,-4,5,2016-08-25,CLUB_MIXED
9,10,Denver Love Tractor,-6,4,2016-08-25,CLUB_MIXED
10,11,Austin Cosa Nostra,-1,10,2016-08-25,CLUB_MIXED
11,12,Boston Wild Card,+1,13,2016-08-25,CLUB_MIXED
12,13,San Francisco Mischief,+1,14,2016-08-25,CLUB_MIXED
13,14,Pittsburgh Alloy,+1,15,2016-08-25,CLUB_MIXED
14,15,Madison NOISE,+1,16,2016-08-25,CLUB_MIXED
15,16,Washington DC Ambiguous Grey,+1,17,2016-08-25,CLUB_MIXED
16,17,Chicago UPA,+1,18,2016-08-25,CLUB_MIXED
17,18,San Francisco Blackbird,-10,8,2016-08-25,CLUB_MIXED
18,19,Seattle Birdfruit,+3,22,2016-08-25,CLUB_MIXED
19,20,Atlanta Bucket,-1,19,2016-08-25,CLUB_MIXED
20,21,New York 7 Express,-1,20,2016-08-25,CLUB_MIXED
21,22,San Diego Dorado,-1,21,2016-08-25,CLUB_MIXED
22,23,West Chester Bang!,-,23,2016-08-25,CLUB_MIXED
23,24,San Jose BW Ultimate,-,24,2016-08-25,CLUB_MIXED
24,25,San Francisco Donuts,-,25,2016-08-25,CLUB_MIXED
0,1,Boston Slow,-,1,2016-08-25,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2016-08-25,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2016-08-25,CLUB_MIXED
3,4,Denver Love Tractor,-,4,2016-08-25,CLUB_MIXED
4,5,Connecticut Metro North,-,5,2016-08-25,CLUB_MIXED
5,6,Cincinnati Steamboat,-,6,2016-08-25,CLUB_MIXED
6,7,Seattle BFG,-,7,2016-08-25,CLUB_MIXED
7,8,San Francisco Blackbird,-,8,2016-08-25,CLUB_MIXED
8,9,Philadelphia AMP,-,9,2016-08-25,CLUB_MIXED
9,10,Austin Cosa Nostra,-,10,2016-08-25,CLUB_MIXED
10,11,San Francisco Polar Bears,-,11,2016-08-25,CLUB_MIXED
11,12,Iowa Chad Larson Experience,+1,13,2016-08-25,CLUB_MIXED
12,13,Boston Wild Card,+1,14,2016-08-25,CLUB_MIXED
13,14,San Francisco Mischief,+1,15,2016-08-25,CLUB_MIXED
14,15,Pittsburgh Alloy,+1,16,2016-08-25,CLUB_MIXED
15,16,Madison NOISE,+1,17,2016-08-25,CLUB_MIXED
16,17,Washington DC Ambiguous Grey,-5,12,2016-08-25,CLUB_MIXED
17,18,Chicago UPA,-,18,2016-08-25,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2016-08-25,CLUB_MIXED
19,20,New York 7 Express,-,20,2016-08-25,CLUB_MIXED
20,21,San Diego Dorado,-,21,2016-08-25,CLUB_MIXED
21,22,Seattle Birdfruit,+1,23,2016-08-25,CLUB_MIXED
22,23,West Chester Bang!,+1,24,2016-08-25,CLUB_MIXED
23,24,San Jose BW Ultimate,+1,25,2016-08-25,CLUB_MIXED
24,25,San Francisco Donuts,,-,2016-08-25,CLUB_MIXED
0,1,Boston Slow,-,1,2016-08-25,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2016-08-25,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2016-08-25,CLUB_MIXED
3,4,Denver Love Tractor,+12,16,2016-08-25,CLUB_MIXED
4,5,Connecticut Metro North,+1,6,2016-08-25,CLUB_MIXED
5,6,Cincinnati Steamboat,+2,8,2016-08-25,CLUB_MIXED
6,7,Seattle BFG,-3,4,2016-08-25,CLUB_MIXED
7,8,San Francisco Blackbird,-3,5,2016-08-25,CLUB_MIXED
8,9,Philadelphia AMP,+2,11,2016-08-25,CLUB_MIXED
9,10,Austin Cosa Nostra,+10,20,2016-08-25,CLUB_MIXED
10,11,San Francisco Polar Bears,+1,12,2016-08-25,CLUB_MIXED
11,12,Washington DC Ambiguous Grey,+7,19,2016-08-25,CLUB_MIXED
12,13,Iowa Chad Larson Experience,-3,10,2016-08-25,CLUB_MIXED
13,14,Boston Wild Card,+1,15,2016-08-25,CLUB_MIXED
14,15,San Francisco Mischief,-1,14,2016-08-25,CLUB_MIXED
15,16,Pittsburgh Alloy,-7,9,2016-08-25,CLUB_MIXED
16,17,Madison NOISE,-10,7,2016-08-25,CLUB_MIXED
17,18,Chicago UPA,-5,13,2016-08-25,CLUB_MIXED
18,19,Atlanta Bucket,-2,17,2016-08-25,CLUB_MIXED
19,20,New York 7 Express,+4,24,2016-08-25,CLUB_MIXED
20,21,San Diego Dorado,-3,18,2016-08-25,CLUB_MIXED
21,22,Seattle Pegasus,+3,25,2016-08-25,CLUB_MIXED
22,23,Seattle Birdfruit,,-,2016-08-25,CLUB_MIXED
23,24,West Chester Bang!,,-,2016-08-25,CLUB_MIXED
24,25,San Jose BW Ultimate,-4,21,2016-08-25,CLUB_MIXED
0,1,Boston Slow,-,1,2016-08-25,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2016-08-25,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2016-08-25,CLUB_MIXED
3,4,Seattle BFG,,-,2016-08-25,CLUB_MIXED
4,5,San Francisco Blackbird,-1,4,2016-08-25,CLUB_MIXED
5,6,Connecticut Metro North,-1,5,2016-08-25,CLUB_MIXED
6,7,Madison NOISE,-,7,2016-08-25,CLUB_MIXED
7,8,Cincinnati Steamboat,-,8,2016-08-25,CLUB_MIXED
8,9,Pittsburgh Alloy,-,9,2016-08-25,CLUB_MIXED
9,10,Iowa Chad Larson Experience,-,10,2016-08-25,CLUB_MIXED
10,11,Philadelphia AMP,-,11,2016-08-25,CLUB_MIXED
11,12,San Francisco Polar Bears,-,12,2016-08-25,CLUB_MIXED
12,13,Chicago UPA,-,13,2016-08-25,CLUB_MIXED
13,14,San Francisco Mischief,+4,18,2016-08-25,CLUB_MIXED
14,15,Boston Wild Card,-1,14,2016-08-25,CLUB_MIXED
15,16,Denver Love Tractor,-1,15,2016-08-25,CLUB_MIXED
16,17,Atlanta Bucket,-,17,2016-08-25,CLUB_MIXED
17,18,San Diego Dorado,+6,24,2016-08-25,CLUB_MIXED
18,19,Washington DC Ambiguous Grey,-,19,2016-08-25,CLUB_MIXED
19,20,Austin Cosa Nostra,-,20,2016-08-25,CLUB_MIXED
20,21,San Jose BW Ultimate,,-,2016-08-25,CLUB_MIXED
21,22,Los Angeles 7 Figures,-16,6,2016-08-25,CLUB_MIXED
22,23,Toronto Union,-2,21,2016-08-25,CLUB_MIXED
23,24,New York 7 Express,-2,22,2016-08-25,CLUB_MIXED
24,25,Seattle Pegasus,,-,2016-08-25,CLUB_MIXED
0,1,Boston Slow,-,1,2016-08-25,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2016-08-25,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2016-08-25,CLUB_MIXED
3,4,San Francisco Blackbird,-,4,2016-08-25,CLUB_MIXED
4,5,Connecticut Metro North,+1,6,2016-08-25,CLUB_MIXED
5,6,Los Angeles 7 Figures,+3,9,2016-08-25,CLUB_MIXED
6,7,Madison NOISE,+3,10,2016-08-25,CLUB_MIXED
7,8,Cincinnati Steamboat,,-,2016-08-25,CLUB_MIXED
8,9,Pittsburgh Alloy,+11,20,2016-08-25,CLUB_MIXED
9,10,Iowa Chad Larson Experience,-5,5,2016-08-25,CLUB_MIXED
10,11,Philadelphia AMP,-4,7,2016-08-25,CLUB_MIXED
11,12,San Francisco Polar Bears,-,12,2016-08-25,CLUB_MIXED
12,13,Chicago UPA,-5,8,2016-08-25,CLUB_MIXED
13,14,Boston Wild Card,-1,13,2016-08-25,CLUB_MIXED
14,15,Denver Love Tractor,+4,19,2016-08-25,CLUB_MIXED
15,16,Seattle Birdfruit,+8,24,2016-08-25,CLUB_MIXED
16,17,Atlanta Bucket,-6,11,2016-08-25,CLUB_MIXED
17,18,San Francisco Mischief,-4,14,2016-08-25,CLUB_MIXED
18,19,Washington DC Ambiguous Grey,-4,15,2016-08-25,CLUB_MIXED
19,20,Austin Cosa Nostra,-4,16,2016-08-25,CLUB_MIXED
20,21,Toronto Union,-3,18,2016-08-25,CLUB_MIXED
21,22,New York 7 Express,+1,23,2016-08-25,CLUB_MIXED
22,23,Missoula Mental Toss Flycoons,-1,22,2016-08-25,CLUB_MIXED
23,24,San Diego Dorado,-7,17,2016-08-25,CLUB_MIXED
24,25,New Jersey Jughandle,,-,2016-08-25,CLUB_MIXED
0,1,Boston Slow,+1,2,2016-08-25,CLUB_MIXED
1,2,Seattle Mixtape,+1,3,2016-08-25,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-2,1,2016-08-25,CLUB_MIXED
3,4,San Francisco Blackbird,-,4,2016-08-25,CLUB_MIXED
4,5,Iowa Chad Larson Experience,-,5,2016-08-25,CLUB_MIXED
5,6,Connecticut Metro North,+1,7,2016-08-25,CLUB_MIXED
6,7,Philadelphia AMP,+4,11,2016-08-25,CLUB_MIXED
7,8,Chicago UPA,-,8,2016-08-25,CLUB_MIXED
8,9,Los Angeles 7 Figures,+1,10,2016-08-25,CLUB_MIXED
9,10,Madison NOISE,+7,17,2016-08-25,CLUB_MIXED
10,11,Atlanta Bucket,+2,13,2016-08-25,CLUB_MIXED
11,12,San Francisco Polar Bears,-6,6,2016-08-25,CLUB_MIXED
12,13,Boston Wild Card,-4,9,2016-08-25,CLUB_MIXED
13,14,San Francisco Mischief,+1,15,2016-08-25,CLUB_MIXED
14,15,Washington DC Ambiguous Grey,-3,12,2016-08-25,CLUB_MIXED
15,16,Austin Cosa Nostra,+2,18,2016-08-25,CLUB_MIXED
16,17,San Diego Dorado,+2,19,2016-08-25,CLUB_MIXED
17,18,Toronto Union,-4,14,2016-08-25,CLUB_MIXED
18,19,Denver Love Tractor,-3,16,2016-08-25,CLUB_MIXED
19,20,Pittsburgh Alloy,-,20,2016-08-25,CLUB_MIXED
20,21,Asheville Cahoots,-,21,2016-08-25,CLUB_MIXED
21,22,Missoula Mental Toss Flycoons,-,22,2016-08-25,CLUB_MIXED
22,23,New York 7 Express,,-,2016-08-25,CLUB_MIXED
23,24,Seattle Birdfruit,-,24,2016-08-25,CLUB_MIXED
24,25,San Francisco American BBQ,-,25,2016-08-25,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2016-08-25,CLUB_MIXED
1,2,Boston Slow,-,2,2016-08-25,CLUB_MIXED
2,3,Seattle Mixtape,-,3,2016-08-25,CLUB_MIXED
3,4,San Francisco Blackbird,-,4,2016-08-25,CLUB_MIXED
4,5,Iowa Chad Larson Experience,-,5,2016-08-25,CLUB_MIXED
5,6,San Francisco Polar Bears,-,6,2016-08-25,CLUB_MIXED
6,7,Connecticut Metro North,-,7,2016-08-25,CLUB_MIXED
7,8,Chicago UPA,-,8,2016-08-25,CLUB_MIXED
8,9,Boston Wild Card,-,9,2016-08-25,CLUB_MIXED
9,10,Los Angeles 7 Figures,-,10,2016-08-25,CLUB_MIXED
10,11,Philadelphia AMP,-,11,2016-08-25,CLUB_MIXED
11,12,Washington DC Ambiguous Grey,-,12,2016-08-25,CLUB_MIXED
12,13,Atlanta Bucket,-,13,2016-08-25,CLUB_MIXED
13,14,Toronto Union,-,14,2016-08-25,CLUB_MIXED
14,15,San Francisco Mischief,-,15,2016-08-25,CLUB_MIXED
15,16,Denver Love Tractor,-,16,2016-08-25,CLUB_MIXED
16,17,Madison NOISE,-,17,2016-08-25,CLUB_MIXED
17,18,Austin Cosa Nostra,-,18,2016-08-25,CLUB_MIXED
18,19,San Diego Dorado,-,19,2016-08-25,CLUB_MIXED
19,20,Pittsburgh Alloy,-,20,2016-08-25,CLUB_MIXED
20,21,Asheville Cahoots,-,21,2016-08-25,CLUB_MIXED
21,22,Missoula Mental Toss Flycoons,-,22,2016-08-25,CLUB_MIXED
22,23,Cincinnati Steamboat,-,23,2016-08-25,CLUB_MIXED
23,24,Seattle Birdfruit,-,24,2016-08-25,CLUB_MIXED
24,25,San Francisco American BBQ,-,25,2016-08-25,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,,,2016-08-25,CLUB_MIXED
1,2,Boston Slow,,,2016-08-25,CLUB_MIXED
2,3,Seattle Mixtape,,,2016-08-25,CLUB_MIXED
3,4,San Francisco Blackbird,,,2016-08-25,CLUB_MIXED
4,5,Iowa Chad Larson Experience,,,2016-08-25,CLUB_MIXED
5,6,San Francisco Polar Bears,,,2016-08-25,CLUB_MIXED
6,7,Connecticut Metro North,,,2016-08-25,CLUB_MIXED
7,8,Chicago UPA,,,2016-08-25,CLUB_MIXED
8,9,Boston Wild Card,,,2016-08-25,CLUB_MIXED
9,10,Los Angeles 7 Figures,,,2016-08-25,CLUB_MIXED
10,11,Philadelphia AMP,,,2016-08-25,CLUB_MIXED
11,12,Washington DC Ambiguous Grey,,,2016-08-25,CLUB_MIXED
12,13,Atlanta Bucket,,,2016-08-25,CLUB_MIXED
13,14,Toronto Union,,,2016-08-25,CLUB_MIXED
14,15,San Francisco Mischief,,,2016-08-25,CLUB_MIXED
15,16,Denver Love Tractor,,,2016-08-25,CLUB_MIXED
16,17,Madison NOISE,,,2016-08-25,CLUB_MIXED
17,18,Austin Cosa Nostra,,,2016-08-25,CLUB_MIXED
18,19,San Diego Dorado,,,2016-08-25,CLUB_MIXED
19,20,Pittsburgh Alloy,,,2016-08-25,CLUB_MIXED
20,21,Asheville Cahoots,,,2016-08-25,CLUB_MIXED
21,22,Missoula Mental Toss Flycoons,,,2016-08-25,CLUB_MIXED
22,23,Cincinnati Steamboat,,,2016-08-25,CLUB_MIXED
23,24,Seattle Birdfruit,,,2016-08-25,CLUB_MIXED
24,25,San Francisco American BBQ,,,2016-08-25,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,+1,2,2015-09-14,CLUB_MIXED
1,2,Seattle Mixtape,-1,1,2015-09-14,CLUB_MIXED
2,3,Iowa Chad Larson Experience,-,3,2015-09-14,CLUB_MIXED
3,4,Toronto Union,+1,5,2015-09-14,CLUB_MIXED
4,5,San Francisco Blackbird,+7,12,2015-09-14,CLUB_MIXED
